Circular 	Gene
hsa_circ_0022051	FNBP4
hsa_circ_0025588	RECQL
hsa_circ_0090365	PHF16
hsa_circ_0063638	NDUFA6
hsa_circ_0023837	ODZ4
hsa_circ_0032886	TTC8
hsa_circ_0047163	NPC1
hsa_circ_0031686	RALGAPA1
hsa_circ_0013418	CELSR2
hsa_circ_0016678	TMEM63A
hsa_circ_0073259	CCNH
hsa_circ_0050434	RHPN2
hsa_circ_0031640	BAZ1A
hsa_circ_0070379	AFF1
hsa_circ_0032449	PCNX
hsa_circ_0032953	CCDC88C
hsa_circ_0050842	RYR1
hsa_circ_0042403	ULK2
hsa_circ_0062519	BCR
hsa_circ_0051278	CIC
hsa_circ_0023103	PITPNM1
hsa_circ_0049118	MUC16
hsa_circ_0071704	TERT
hsa_circ_0013355	DPH5
hsa_circ_0015894	NAV1
hsa_circ_0030596	ABCC4
hsa_circ_0085710	EIF2C2
hsa_circ_0034111	SNORD116-4
hsa_circ_0016189	DSTYK
hsa_circ_0015225	PRRC2C
hsa_circ_0009963	VPS13D
hsa_circ_0029685	LATS2
hsa_circ_0015375	RFWD2
hsa_circ_0042437	SPECC1
hsa_circ_0053671	BIRC6
hsa_circ_0016097	ATP2B4
hsa_circ_0067365	DNAJC13
hsa_circ_0001545	TCOF1
hsa_circ_0030013	FAM48A
hsa_circ_0021546	MPPED2
hsa_circ_0063555	ACO2
hsa_circ_0001624	BACH2
hsa_circ_0047147	TMEM241
hsa_circ_0020084	FAM160B1
hsa_circ_0007791	FCHO2
hsa_circ_0058399	OBSL1
hsa_circ_0047595	PIAS2
hsa_circ_0047061	ROCK1
hsa_circ_0036401	ETFA
hsa_circ_0029281	ATP6V0A2
hsa_circ_0029272	TCTN2
hsa_circ_0042735	PHF12
hsa_circ_0041734	PITPNM3
hsa_circ_0084928	ESRP1
hsa_circ_0076246	MDGA1
hsa_circ_0064029	SUMF1
hsa_circ_0003419	ATE1
hsa_circ_0002876	EPN2
hsa_circ_0034354	GOLGA8A
hsa_circ_0087208	ALDH1A1
hsa_circ_0025788	TSPAN11
hsa_circ_0044469	ITGA3
hsa_circ_0017647	SFMBT2
hsa_circ_0055903	RNF149
hsa_circ_0026311	TFCP2
hsa_circ_0058265	USP37
hsa_circ_0024582	MCAM
hsa_circ_0036212	PARP6
hsa_circ_0036527	KIAA1199
hsa_circ_0081232	TRRAP
hsa_circ_0079917	LINC00265
hsa_circ_0026426	KRT6A
hsa_circ_0036702	FANCI
hsa_circ_0081263	TRRAP
hsa_circ_0065964	ABHD14A-ACY1
hsa_circ_0059077	FARP2
hsa_circ_0084634	PDE7A
hsa_circ_0066994	KPNA1
hsa_circ_0029152	HIP1R
hsa_circ_0059177	FKBP1A
hsa_circ_0039259	PHKB
hsa_circ_0082341	TMEM209
hsa_circ_0063137	MYH9
hsa_circ_0018906	SAMD8
hsa_circ_0056423	UGGT1
hsa_circ_0075998	ITPR3
hsa_circ_0045219	CCDC47
hsa_circ_0039677	CNOT1
hsa_circ_0016218	SLC41A1
hsa_circ_0079649	HNRNPA2B1
hsa_circ_0049995	PGLS
hsa_circ_0062595	CABIN1
hsa_circ_0012908	WDR78
hsa_circ_0069259	LAP3
hsa_circ_0035447	ADAM10
hsa_circ_0035266	AP4E1
hsa_circ_0013997	ANP32E
hsa_circ_0036333	MAN2C1
hsa_circ_0063095	MYH9
hsa_circ_0075810	CDKAL1
hsa_circ_0045595	NT5C
hsa_circ_0000216	MCM10
hsa_circ_0090630	SMC1A
hsa_circ_0056162	PSD4
hsa_circ_0032726	TTLL5
hsa_circ_0043936	IFI35
hsa_circ_0024316	USP28
hsa_circ_0021998	CELF1
hsa_circ_0080851	PTPN12
hsa_circ_0057193	RBM45
hsa_circ_0077725	GOPC
hsa_circ_0069494	UBE2K
hsa_circ_0090279	USP9X
hsa_circ_0039168	TGFB1I1
hsa_circ_0076411	KIAA0240
hsa_circ_0013144	TGFBR3
hsa_circ_0045833	MFSD11
hsa_circ_0061263	TCONS_l2_00017143
hsa_circ_0072061	DROSHA
hsa_circ_0031438	STRN3
hsa_circ_0027461	RAP1B
hsa_circ_0008662	DNAJB12
hsa_circ_0073836	RAPGEF6
hsa_circ_0085282	AZIN1
hsa_circ_0009454	NPHP4
hsa_circ_0021969	MADD
hsa_circ_0023568	PPME1
hsa_circ_0008560	UHRF2
hsa_circ_0000981	LAPTM4A
hsa_circ_0087839	FSD1L
hsa_circ_0069507	PDS5A
hsa_circ_0085025	POP1
hsa_circ_0021422	HPS5
hsa_circ_0006994	TXLNA
hsa_circ_0088549	PPP6C
hsa_circ_0081518	EPHB4
hsa_circ_0038516	POLR3E
hsa_circ_0048279	TCF3
hsa_circ_0020911	NUP98
hsa_circ_0091608	SAGE1
hsa_circ_0051864	TEAD2
hsa_circ_0070731	PRSS12
hsa_circ_0033753	None
hsa_circ_0080917	CACNA2D1
hsa_circ_0037962	PARN
hsa_circ_0020462	DOCK1
hsa_circ_0056904	GALNT3
hsa_circ_0023212	LRP5
hsa_circ_0039487	NUP93
hsa_circ_0030385	TDRD3
hsa_circ_0012787	INADL
hsa_circ_0054053	HEATR5B
hsa_circ_0026254	DIP2B
hsa_circ_0032211	ZBTB25
hsa_circ_0055743	ANKRD36
hsa_circ_0051632	SLC1A5
hsa_circ_0029437	GPR133
hsa_circ_0020957	RRM1
hsa_circ_0035429	CGNL1
hsa_circ_0054671	FANCL
hsa_circ_0066821	SIDT1
hsa_circ_0060508	ADA
hsa_circ_0018137	EPC1
hsa_circ_0005920	LOC728407
hsa_circ_0035218	USP8
hsa_circ_0008578	ANKRD17
hsa_circ_0077025	COL12A1
hsa_circ_0073275	POLR3G
hsa_circ_0042086	C17orf48
hsa_circ_0062214	CLTCL1
hsa_circ_0002804	TTC28
hsa_circ_0043380	PIP4K2B
hsa_circ_0087984	KIAA0368
hsa_circ_0086915	TLN1
hsa_circ_0078589	IGF2R
hsa_circ_0052203	PPP6R1
hsa_circ_0020595	None
hsa_circ_0012474	NRD1
hsa_circ_0060718	ARFGEF2
hsa_circ_0047470	TPGS2
hsa_circ_0001200	PTTG1IP
hsa_circ_0048501	PIP5K1C
hsa_circ_0019325	RRP12
hsa_circ_0056259	PTPN4
hsa_circ_0007161	YAF2
hsa_circ_0029484	FBRSL1
hsa_circ_0039250	ITFG1
hsa_circ_0014752	IQGAP3
hsa_circ_0082621	ZC3HAV1
hsa_circ_0002467	KHDRBS1
hsa_circ_0061906	CSTB
hsa_circ_0041751	SLC13A5
hsa_circ_0030031	LHFP
hsa_circ_0068022	ECT2
hsa_circ_0066259	ARF4
hsa_circ_0062231	CLTCL1
hsa_circ_0052456	MYT1L
hsa_circ_0048575	EEF2
hsa_circ_0079695	NOD1
hsa_circ_0029883	SLC7A1
hsa_circ_0003659	CDC42BPA
hsa_circ_0014037	GOLPH3L
hsa_circ_0007826	ESYT1
hsa_circ_0074685	GALNT10
hsa_circ_0088689	STXBP1
hsa_circ_0022261	DDB1
hsa_circ_0056252	PTPN4
hsa_circ_0003088	BMPER
hsa_circ_0028804	GCN1L1
hsa_circ_0024957	WNK1
hsa_circ_0086834	TPM2
hsa_circ_0062350	PI4KA
hsa_circ_0057934	ADAM23
hsa_circ_0081902	CBLL1
hsa_circ_0004008	PCNX
hsa_circ_0000631	ADPGK
hsa_circ_0056535	CCNT2
hsa_circ_0052924	APOB
hsa_circ_0002237	SPEN
hsa_circ_0076683	SUPT3H
hsa_circ_0003960	None
hsa_circ_0044787	MTMR4
hsa_circ_0088285	CDK5RAP2
hsa_circ_0014437	ADAR
hsa_circ_0054811	USP34
hsa_circ_0048604	CHAF1A
hsa_circ_0033323	DYNC1H1
hsa_circ_0071862	MARCH6
hsa_circ_0048783	TMEM146
hsa_circ_0070776	USP53
hsa_circ_0041408	METTL16
hsa_circ_0057126	SP3
hsa_circ_0021108	ST5
hsa_circ_0068451	AHSG
hsa_circ_0073739	PHAX
hsa_circ_0052873	GDF7
hsa_circ_0089985	PHKA2
hsa_circ_0088574	GAPVD1
hsa_circ_0020726	CD151
hsa_circ_0090350	SLC9A7
hsa_circ_0046424	FOXK2
hsa_circ_0027420	XPOT
hsa_circ_0015982	PPP1R12B
hsa_circ_0012350	MKNK1
hsa_circ_0002070	ANKRD13C
hsa_circ_0076350	UBR2
hsa_circ_0065058	EXOSC7
hsa_circ_0079856	HERPUD2
hsa_circ_0018219	HSD17B7P2
hsa_circ_0062566	SLC2A11
hsa_circ_0026048	CCNT1
hsa_circ_0015468	CEP350
hsa_circ_0042683	RAB34
hsa_circ_0071420	SH3RF1
hsa_circ_0035693	HERC1
hsa_circ_0056089	ANAPC1
hsa_circ_0051985	TBC1D17
hsa_circ_0050911	ACTN4
hsa_circ_0031156	SUPT16H
hsa_circ_0023810	NARS2
hsa_circ_0042273	DRG2
hsa_circ_0008294	EFCAB2
hsa_circ_0027961	TXNRD1
hsa_circ_0011527	None
hsa_circ_0049512	ZNF44
hsa_circ_0049936	MYO9B
hsa_circ_0062334	PI4KA
hsa_circ_0067148	PLXNA1
hsa_circ_0017622	SFMBT2
hsa_circ_0007819	ZNF607
hsa_circ_0002232	PTEN
hsa_circ_0085524	NSMCE2
hsa_circ_0061046	OSBPL2
hsa_circ_0054397	LRPPRC
hsa_circ_0007109	LOC283922
hsa_circ_0002862	SMURF2
hsa_circ_0043076	TMEM98
hsa_circ_0040894	APRT
hsa_circ_0060162	PHF20
hsa_circ_0044275	NPEPPS
hsa_circ_0029492	POLE
hsa_circ_0070980	SLC7A11
hsa_circ_0012648	SSBP3
hsa_circ_0089919	PIR
hsa_circ_0070598	TBCK
hsa_circ_0057285	NCKAP1
hsa_circ_0091243	CENPI
hsa_circ_0079002	TRIM27
hsa_circ_0084201	KIAA0146
hsa_circ_0076618	TMEM63B
hsa_circ_0022354	C11orf9
hsa_circ_0029391	SLC15A4
hsa_circ_0026371	KRT81
hsa_circ_0037363	C16orf73
hsa_circ_0001687	MPP6
hsa_circ_0071466	VEGFC
hsa_circ_0077164	BCKDHB
hsa_circ_0048620	UBXN6
hsa_circ_0007432	PMM2
hsa_circ_0014097	GABPB2
hsa_circ_0036721	POLG
hsa_circ_0035808	HERC1
hsa_circ_0013558	RHOC
hsa_circ_0064049	ITPR1
hsa_circ_0004034	DCTN2
hsa_circ_0041600	PLD2
hsa_circ_0083875	WRN
hsa_circ_0016394	PPP2R5A
hsa_circ_0038985	ALDOA
hsa_circ_0009880	PLOD1
hsa_circ_0008146	NAV3
hsa_circ_0003155	TBC1D12
hsa_circ_0079087	GET4
hsa_circ_0003928	TAOK1
hsa_circ_0000349	MED17
hsa_circ_0007930	SMAD5
hsa_circ_0082141	SND1
hsa_circ_0063758	FBLN1
hsa_circ_0055735	ANKRD36
hsa_circ_0058533	AGFG1
hsa_circ_0044974	BCAS3
hsa_circ_0033272	DYNC1H1
hsa_circ_0088528	GOLGA1
hsa_circ_0003895	FAM129B
hsa_circ_0023553	C2CD3
hsa_circ_0042079	GAS7
hsa_circ_0039955	SLC7A6
hsa_circ_0089952	CTPS2
hsa_circ_0067575	ZBTB38
hsa_circ_0053664	BIRC6
hsa_circ_0026796	DGKA
hsa_circ_0077754	GJA1
hsa_circ_0053609	BIRC6
hsa_circ_0007649	RSF1
hsa_circ_0049543	DHPS
hsa_circ_0091541	LOC286467
hsa_circ_0045636	GGA3
hsa_circ_0066466	SLC25A26
hsa_circ_0051524	EML2
hsa_circ_0044224	CDC27
hsa_circ_0020943	STIM1
hsa_circ_0009985	VPS13D
hsa_circ_0004917	GPR89B
hsa_circ_0081162	COL1A2
hsa_circ_0032908	PSMC1
hsa_circ_0045709	ITGB4
hsa_circ_0081523	EPHB4
hsa_circ_0071683	TRIP13
hsa_circ_0048521	ATCAY
hsa_circ_0061687	DSCR3
hsa_circ_0014880	PEX19
hsa_circ_0045259	SMARCD2
hsa_circ_0069583	LIMCH1
hsa_circ_0053348	WDR43
hsa_circ_0023055	KDM2A
hsa_circ_0006763	SCN8A
hsa_circ_0057175	AGPS
hsa_circ_0083614	POLR3D
hsa_circ_0004072	AKTIP
hsa_circ_0071636	PDCD6
hsa_circ_0032705	TTLL5
hsa_circ_0068183	YEATS2
hsa_circ_0036791	IQGAP1
hsa_circ_0036989	CHD2
hsa_circ_0019488	DNMBP
hsa_circ_0044946	USP32
hsa_circ_0040570	WWOX
hsa_circ_0012911	SLC35D1
hsa_circ_0028107	ACACB
hsa_circ_0052212	PPP6R1
hsa_circ_0044354	SNX11
hsa_circ_0048065	POLRMT
hsa_circ_0072996	RGNEF
hsa_circ_0038629	DCTN5
hsa_circ_0037367	NDUFB10
hsa_circ_0005450	NAV3
hsa_circ_0088513	NR6A1
hsa_circ_0071280	ARFIP1
hsa_circ_0079133	PSMG3
hsa_circ_0043297	SYNRG
hsa_circ_0016202	NUAK2
hsa_circ_0069920	MOB1B
hsa_circ_0010504	ECE1
hsa_circ_0066955	HCLS1
hsa_circ_0017002	TARBP1
hsa_circ_0054313	THADA
hsa_circ_0040587	PKD1L2
hsa_circ_0079574	NUPL2
hsa_circ_0010172	MFAP2
hsa_circ_0049385	LDLR
hsa_circ_0054059	HEATR5B
hsa_circ_0044428	PHB
hsa_circ_0012373	STIL
hsa_circ_0010310	UBR4
hsa_circ_0009498	ACOT7
hsa_circ_0072917	TNPO1
hsa_circ_0048199	STK11
hsa_circ_0045341	LRRC37A3
hsa_circ_0017473	PFKP
hsa_circ_0064727	UBP1
hsa_circ_0086707	UBAP2
hsa_circ_0071093	SLC10A7
hsa_circ_0060692	ARFGEF2
hsa_circ_0073946	PHF15
hsa_circ_0009663	CLSTN1
hsa_circ_0005101	TADA2A
hsa_circ_0009558	ERRFI1
hsa_circ_0079302	CCZ1
hsa_circ_0019396	LOXL4
hsa_circ_0017568	FAM208B
hsa_circ_0047775	ATP8B1
hsa_circ_0021099	ST5
hsa_circ_0008748	TCONS_l2_00014799
hsa_circ_0000382	LYRM5
hsa_circ_0085805	BAI1
hsa_circ_0015753	KCNT2
hsa_circ_0004797	CNIH3
hsa_circ_0049884	EPS15L1
hsa_circ_0009747	MASP2
hsa_circ_0006232	TRERF1
hsa_circ_0074205	MATR3
hsa_circ_0052742	NBAS
hsa_circ_0076572	XPO5
hsa_circ_0036268	CCDC33
hsa_circ_0060067	UQCC
hsa_circ_0080158	TNS3
hsa_circ_0055066	NFU1
hsa_circ_0015973	PTPN7
hsa_circ_0004701	ARID1B
hsa_circ_0065913	VPRBP
hsa_circ_0045710	GALK1
hsa_circ_0003523	SH3RF3
hsa_circ_0007945	AFF4
hsa_circ_0074150	HSPA9
hsa_circ_0068900	WHSC2
hsa_circ_0066920	HGD
hsa_circ_0015779	DENND1B
hsa_circ_0040862	PIEZO1
hsa_circ_0033264	DYNC1H1
hsa_circ_0054090	HEATR5B
hsa_circ_0017024	TARBP1
hsa_circ_0008673	BRCA1
hsa_circ_0008147	PVT1
hsa_circ_0058812	AGAP1
hsa_circ_0091510	BCORL1
hsa_circ_0027346	SLC16A7
hsa_circ_0046829	CCDC165
hsa_circ_0086750	KIF24
hsa_circ_0074829	UBLCP1
hsa_circ_0049436	DOCK6
hsa_circ_0000951	SIGLEC12
hsa_circ_0007511	ZFHX3
hsa_circ_0024813	SRPR
hsa_circ_0004602	LMBR1L
hsa_circ_0067839	SMC4
hsa_circ_0024862	PRDM10
hsa_circ_0053037	DTNB
hsa_circ_0001640	EPB41L2
hsa_circ_0078658	RPS6KA2
hsa_circ_0008417	MCTP1
hsa_circ_0030217	LRCH1
hsa_circ_0019890	COL17A1
hsa_circ_0077448	ASCC3
hsa_circ_0021737	CD44
hsa_circ_0080524	LIMK1
hsa_circ_0080715	HIP1
hsa_circ_0035931	DENND4A
hsa_circ_0049723	LPHN1
hsa_circ_0021820	PHF21A
hsa_circ_0009472	NPHP4
hsa_circ_0024573	CBL
hsa_circ_0063464	ST13
hsa_circ_0023047	PC
hsa_circ_0075483	NQO2
hsa_circ_0032063	ACTR10
hsa_circ_0088208	PAPPA
hsa_circ_0027526	CCT2
hsa_circ_0021372	RPS13
hsa_circ_0060801	ZNFX1-AS1
hsa_circ_0035610	TLN2
hsa_circ_0015124	DCAF6
hsa_circ_0020580	ECHS1
hsa_circ_0051875	PIH1D1
hsa_circ_0041628	RNF167
hsa_circ_0086529	KIAA1797
hsa_circ_0020674	DEAF1
hsa_circ_0083287	AGPAT5
hsa_circ_0000783	FAM117A
hsa_circ_0048031	PARD6G
hsa_circ_0071048	GYPE
hsa_circ_0037145	ITFG3
hsa_circ_0005768	RYK
hsa_circ_0082890	LRRC61
hsa_circ_0074704	LARP1
hsa_circ_0052649	GREB1
hsa_circ_0079567	KLHL7
hsa_circ_0033350	DYNC1H1
hsa_circ_0026628	SP1
hsa_circ_0070989	ELF2
hsa_circ_0079470	ETV1
hsa_circ_0053900	LTBP1
hsa_circ_0080483	BAZ1B
hsa_circ_0075569	RIOK1
hsa_circ_0084409	PRKDC
hsa_circ_0034201	HERC2
hsa_circ_0027695	TMTC3
hsa_circ_0044954	USP32
hsa_circ_0034862	TTBK2
hsa_circ_0085639	PHF20L1
hsa_circ_0057914	NDUFS1
hsa_circ_0023891	PICALM
hsa_circ_0084799	FAM164A
hsa_circ_0083854	GSR
hsa_circ_0021911	CKAP5
hsa_circ_0085357	CSMD3
hsa_circ_0056742	FMNL2
hsa_circ_0041690	NUP88
hsa_circ_0073622	YTHDC2
hsa_circ_0087633	HABP4
hsa_circ_0074662	G3BP1
hsa_circ_0008670	PSMD9
hsa_circ_0004030	CTNNB1
hsa_circ_0030943	TUBGCP3
hsa_circ_0083838	LEPROTL1
hsa_circ_0045327	PLEKHM1P
hsa_circ_0031568	HEATR5A
hsa_circ_0008651	KATNAL1
hsa_circ_0044288	KPNB1
hsa_circ_0023082	RAD9A
hsa_circ_0031911	FRMD6
hsa_circ_0063456	SLC25A17
hsa_circ_0088589	GAPVD1
hsa_circ_0080138	TNS3
hsa_circ_0080054	TMED4
hsa_circ_0047210	LAMA3
hsa_circ_0018686	CDH23
hsa_circ_0027419	XPOT
hsa_circ_0017598	FBXO18
hsa_circ_0003845	ABLIM3
hsa_circ_0038676	TNRC6A
hsa_circ_0035244	TRPM7
hsa_circ_0017838	ITGA8
hsa_circ_0083870	WRN
hsa_circ_0082981	MLL3
hsa_circ_0084900	KIAA1429
hsa_circ_0002734	SEMA5A
hsa_circ_0024076	MTMR2
hsa_circ_0038442	METTL9
hsa_circ_0082656	UBN2
hsa_circ_0017929	PLXDC2
hsa_circ_0065138	SETD2
hsa_circ_0052183	PPP1R12C
hsa_circ_0050282	ZNF430
hsa_circ_0036461	IREB2
hsa_circ_0024700	UBASH3B
hsa_circ_0010092	FBLIM1
hsa_circ_0049737	CD97
hsa_circ_0024553	HINFP
hsa_circ_0018043	ACBD5
hsa_circ_0015636	ARPC5
hsa_circ_0032474	SIPA1L1
hsa_circ_0046152	ACTG1
hsa_circ_0039381	RBL2
hsa_circ_0088113	FKBP15
hsa_circ_0091068	HDAC8
hsa_circ_0007139	DCAF8
hsa_circ_0069371	SEL1L3
hsa_circ_0089401	BRD3
hsa_circ_0086651	NFX1
hsa_circ_0043359	MLLT6
hsa_circ_0017861	CUBN
hsa_circ_0066049	NISCH
hsa_circ_0058194	RPL37A
hsa_circ_0056401	UGGT1
hsa_circ_0025610	KIAA0528
hsa_circ_0011004	RPS6KA1
hsa_circ_0077998	KIAA1244
hsa_circ_0076819	DST
hsa_circ_0075422	EXOC2
hsa_circ_0068817	GAK
hsa_circ_0007980	ARFGAP2
hsa_circ_0072607	IPO11
hsa_circ_0003900	DDB1
hsa_circ_0086017	BOP1
hsa_circ_0027635	NAV3
hsa_circ_0056243	PTPN4
hsa_circ_0030229	RB1
hsa_circ_0065946	RRP9
hsa_circ_0003545	SPECC1
hsa_circ_0055158	DYSF
hsa_circ_0082133	SND1
hsa_circ_0029703	ZDHHC20
hsa_circ_0081379	ZKSCAN1
hsa_circ_0020402	DOCK1
hsa_circ_0004005	TFB2M
hsa_circ_0025404	PHC1
hsa_circ_0014231	S100A3
hsa_circ_0085960	CYC1
hsa_circ_0026347	ACVR1B
hsa_circ_0047396	INO80C
hsa_circ_0030102	KIAA0564
hsa_circ_0055241	ALMS1
hsa_circ_0054200	MAP4K3
hsa_circ_0005707	KIAA1432
hsa_circ_0013964	GPR89B
hsa_circ_0021103	ST5
hsa_circ_0066648	TOMM70A
hsa_circ_0058950	ANKMY1
hsa_circ_0007513	GCAT
hsa_circ_0009287	ATAD3B
hsa_circ_0082441	EXOC4
hsa_circ_0076309	PRICKLE4
hsa_circ_0035180	CEP152
hsa_circ_0063684	TSPO
hsa_circ_0015019	ATF6
hsa_circ_0068574	ACAP2
hsa_circ_0032264	MPP5
hsa_circ_0018175	PARD3
hsa_circ_0034749	MGA
hsa_circ_0062900	DRG1
hsa_circ_0023511	RAB6A
hsa_circ_0015887	TNNT2
hsa_circ_0070287	WDFY3
hsa_circ_0060084	CEP250
hsa_circ_0004593	CLNS1A
hsa_circ_0081450	STAG3
hsa_circ_0069521	PDS5A
hsa_circ_0043319	MRPL45
hsa_circ_0037912	GSPT1
hsa_circ_0080446	POM121
hsa_circ_0050038	FCHO1
hsa_circ_0071158	LRBA
hsa_circ_0026484	KRT18
hsa_circ_0012757	NFIA
hsa_circ_0071887	TRIO
hsa_circ_0073440	RHOBTB3
hsa_circ_0079748	ADCYAP1R1
hsa_circ_0006153	BRF1
hsa_circ_0058992	PPP1R7
hsa_circ_0033526	C14orf2
hsa_circ_0006553	FARP2
hsa_circ_0029853	PAN3
hsa_circ_0071430	NEK1
hsa_circ_0038847	CCDC101
hsa_circ_0013328	CDC14A
hsa_circ_0043094	NLE1
hsa_circ_0001093	ALS2
hsa_circ_0040707	USP10
hsa_circ_0009612	ENO1
hsa_circ_0048466	NFIC
hsa_circ_0087318	TLE1
hsa_circ_0071083	ZNF827
hsa_circ_0080547	RFC2
hsa_circ_0061865	CBS
hsa_circ_0028020	POLR3B
hsa_circ_0079379	ZDHHC4
hsa_circ_0009214	AGRN
hsa_circ_0010068	PLEKHM2
hsa_circ_0065595	LAMB2
hsa_circ_0018615	HK1
hsa_circ_0083620	PPP3CC
hsa_circ_0005708	PRRC2B
hsa_circ_0092074	FAM50A
hsa_circ_0067891	PHC3
hsa_circ_0062312	TCONS_l2_00018326
hsa_circ_0049339	DNM2
hsa_circ_0057762	STRADB
hsa_circ_0022865	PCNXL3
hsa_circ_0039239	NETO2
hsa_circ_0068006	FNDC3B
hsa_circ_0037586	FLYWCH2
hsa_circ_0092366	TERT
hsa_circ_0026446	KRT5
hsa_circ_0071519	STOX2
hsa_circ_0015789	DENND1B
hsa_circ_0060824	RNF114
hsa_circ_0056502	TCONS_l2_00015489
hsa_circ_0043117	AP2B1
hsa_circ_0055277	MOB1A
hsa_circ_0054985	ACTR2
hsa_circ_0019402	PYROXD2
hsa_circ_0059598	XRN2
hsa_circ_0071537	CCDC111
hsa_circ_0074293	WDR55
hsa_circ_0005674	PTP4A2
hsa_circ_0052193	PTPRH
hsa_circ_0042331	TOP3A
hsa_circ_0065507	SLC25A20
hsa_circ_0063217	SH3BP1
hsa_circ_0089991	PHKA2
hsa_circ_0075316	MGAT4B
hsa_circ_0002869	NAV1
hsa_circ_0014333	DENND4B
hsa_circ_0044279	KPNB1
hsa_circ_0006811	TRIM2
hsa_circ_0061661	TTC3
hsa_circ_0048298	MKNK2
hsa_circ_0009970	VPS13D
hsa_circ_0074401	LARS
hsa_circ_0000126	PRUNE
hsa_circ_0022518	POLR2G
hsa_circ_0018508	DNA2
hsa_circ_0040579	CENPN
hsa_circ_0052878	C2orf43
hsa_circ_0028513	PLBD2
hsa_circ_0019897	COL17A1
hsa_circ_0082697	JHDM1D
hsa_circ_0021415	SAAL1
hsa_circ_0036763	SEMA4B
hsa_circ_0040037	CIRH1A
hsa_circ_0006586	FNTA
hsa_circ_0046046	RNF213
hsa_circ_0013428	CELSR2
hsa_circ_0012082	PTPRF
hsa_circ_0085234	UBR5
hsa_circ_0079043	PRKAR1B
hsa_circ_0082185	CALU
hsa_circ_0074333	HDAC3
hsa_circ_0072081	MTMR12
hsa_circ_0070964	SCLT1
hsa_circ_0050118	FKBP8
hsa_circ_0023909	PICALM
hsa_circ_0023453	ARAP1
hsa_circ_0047159	C18orf8
hsa_circ_0014825	ARHGEF11
hsa_circ_0032457	PCNX
hsa_circ_0002696	METTL9
hsa_circ_0007563	HERC2P3
hsa_circ_0037958	PARN
hsa_circ_0052240	RPL28
hsa_circ_0077393	MAP3K7
hsa_circ_0077819	LAMA2
hsa_circ_0042955	UTP6
hsa_circ_0031856	MAP4K5
hsa_circ_0080610	GTF2I
hsa_circ_0080602	GTF2I
hsa_circ_0036251	NPTN
hsa_circ_0067486	NCK1
hsa_circ_0056834	BAZ2B
hsa_circ_0031396	C14orf21
hsa_circ_0017297	SMYD3
hsa_circ_0073353	TCONS_00010404
hsa_circ_0089198	PRRC2B
hsa_circ_0089886	PRPS2
hsa_circ_0065196	SCAP
hsa_circ_0032461	SIPA1L1
hsa_circ_0087154	PTAR1
hsa_circ_0004866	USP3
hsa_circ_0039653	CNOT1
hsa_circ_0068651	UBXN7
hsa_circ_0081791	RELN
hsa_circ_0063834	CERK
hsa_circ_0051750	GRIN2D
hsa_circ_0013020	FUBP1
hsa_circ_0045970	ENGASE
hsa_circ_0048203	STK11
hsa_circ_0025227	CHD4
hsa_circ_0054884	XPO1
hsa_circ_0035770	HERC1
hsa_circ_0041271	PRPF8
hsa_circ_0021054	TAF10
hsa_circ_0007361	ZCCHC14
hsa_circ_0033733	KIAA0125
hsa_circ_0033302	DYNC1H1
hsa_circ_0049922	MYO9B
hsa_circ_0013081	SH3GLB1
hsa_circ_0072178	NIPBL
hsa_circ_0022450	EEF1G
hsa_circ_0019742	ACTR1A
hsa_circ_0054696	PUS10
hsa_circ_0051855	PPFIA3
hsa_circ_0070918	PLK4
hsa_circ_0044403	IGF2BP1
hsa_circ_0089638	DPP7
hsa_circ_0019209	MYOF
hsa_circ_0071234	LRBA
hsa_circ_0052071	PPP2R1A
hsa_circ_0026399	KRT6B
hsa_circ_0063626	CENPM
hsa_circ_0023922	PICALM
hsa_circ_0022544	WDR74
hsa_circ_0022386	FADS2
hsa_circ_0008438	TLK2
hsa_circ_0073071	AGGF1
hsa_circ_0047943	RTTN
hsa_circ_0014928	COPA
hsa_circ_0013616	HIPK1
hsa_circ_0073193	RASGRF2
hsa_circ_0029404	GLT1D1
hsa_circ_0010632	HSPG2
hsa_circ_0009526	NOL9
hsa_circ_0038779	XPO6
hsa_circ_0026686	ATP5G2
hsa_circ_0059892	CHMP4B
hsa_circ_0029725	MIPEP
hsa_circ_0000056	RRAGC
hsa_circ_0087613	SLC35D2
hsa_circ_0073097	AP3B1
hsa_circ_0074530	CD74
hsa_circ_0058714	EIF4E2
hsa_circ_0084266	PRKDC
hsa_circ_0033083	DICER1
hsa_circ_0090054	MBTPS2
hsa_circ_0019533	FAM178A
hsa_circ_0049594	ASNA1
hsa_circ_0033880	ADAM6
hsa_circ_0016626	DNAH14
hsa_circ_0037021	IGF1R
hsa_circ_0083645	KIAA1967
hsa_circ_0014633	RIT1
hsa_circ_0024978	WNK1
hsa_circ_0023436	INPPL1
hsa_circ_0072703	TRIM23
hsa_circ_0064607	NGLY1
hsa_circ_0011670	THRAP3
hsa_circ_0084944	INTS8
hsa_circ_0062227	CLTCL1
hsa_circ_0022612	C11orf84
hsa_circ_0018912	VDAC2
hsa_circ_0000810	LGALS3BP
hsa_circ_0075909	ZNF192
hsa_circ_0043363	MLLT6
hsa_circ_0010886	RPL11
hsa_circ_0037640	TRAP1
hsa_circ_0058703	DIS3L2
hsa_circ_0040288	SF3B3
hsa_circ_0029821	LNX2
